"id","table_no","template_id","row_no","water_material","add_fee","line_item","group_text","start_position","end_position","field_data","coordinates","ocr_selected_text"
105,1,88,15,0,0,0,0,0,0,"02/13/2024 && 1178176 && 12582043 && OCC && 4.800 ST && -25.00/ST && -120.00 USD","0.3672|8.2015|0.8630|-0.2669 && 1.2302|8.2015|0.7532|-0.2669 && 1.9834|8.2015|0.8787|-0.2669 && 2.8621|8.2015|2.2753|-0.2669 && 5.1374|8.2015|0.9258|-0.2669 && 6.0632|8.2015|1.0120|-0.2669 && 7.0752|8.2015|0.9572|-0.2669",""
106,1,88,16,0,0,0,0,0,0,"02/13/2024 && 1178176 && 12582043 && Light Load Chargeback - Brokerage && 1 LBS && 500.00/LBS && 500.00 USD","0.3672|8.4762|0.8630|-0.2747 && 1.2302|8.4684|0.7532|-0.2825 && 1.9834|8.4684|0.8787|-0.2825 && 2.8621|8.4684|2.2753|-0.2825 && 5.1374|8.4684|0.9258|-0.2825 && 6.0632|8.4684|1.0120|-0.2825 && 7.0752|8.4684|0.9572|-0.2825",""
107,1,88,17,0,0,0,0,0,0,"02/15/2024 && 1179054 && 12582043 && OCC REBALE && 550 LBS && 0.00/LBS && 0.00 USD","0.3593|8.7509|0.8709|-0.2747 && 1.2302|8.7509|0.7532|-0.2747 && 1.9834|8.7509|0.8787|-0.2747 && 2.8621|8.7509|2.2753|-0.2747 && 5.1374|8.7509|0.9258|-0.2747 && 6.0632|8.7509|1.0120|-0.2747 && 7.0752|8.7509|0.9572|-0.2747",""
108,1,88,18,0,0,0,0,0,0,"02/15/2024 && 1179054 && 12582043 && OCC && 7.433 ST && -25.00/ST && -185.83 USD","0.3593|9.0256|0.8709|-0.2825 && 1.2302|9.0256|0.7532|-0.2825 && 1.9834|9.0256|0.8787|-0.2825 && 2.8621|9.0256|2.2753|-0.2825 && 5.1374|9.0256|0.9258|-0.2825 && 6.0632|9.0256|1.0120|-0.2825 && 7.0752|9.0256|0.9572|-0.2825",""
109,1,88,19,0,0,0,0,0,0,"02/15/2024 && 1179056 && 12582043 && OCC && 2.223 ST && -25.00/ST && -55.58 USD","0.3593|9.3081|0.8709|-0.2747 && 1.2302|9.3081|0.7532|-0.2747 && 1.9834|9.3081|0.8787|-0.2747 && 2.8621|9.3081|2.2753|-0.2747 && 5.1374|9.3081|0.9258|-0.2747 && 6.0632|9.3081|1.0120|-0.2747 && 7.0752|9.3081|0.9572|-0.2747",""
110,1,88,20,0,0,0,0,0,0,"02/15/2024 && 1179056 && 12582043 && Light Load Chargeback - Brokerage && 1 LBS && 500.00/LBS && 500.00 USD","0.3593|9.5828|0.8709|-0.2669 && 1.2302|9.5828|0.7532|-0.2747 && 1.9834|9.5828|0.8787|-0.2747 && 2.8621|9.5828|2.2753|-0.2747 && 5.1374|9.5828|0.9258|-0.2747 && 6.0632|9.5828|1.0120|-0.2747 && 7.0752|9.5828|0.9572|-0.2747",""
111,2,88,1,0,0,0,0,0,0,"02/20/2024 && 1180516 && 12582179 && LDPE A && 0.353 ST && -140.00/ST && -49.42 USD","0.3673|4.3244|0.8636|-0.2278 && 1.2309|4.3244|0.7457|-0.2278 && 1.9766|4.3244|0.8950|-0.2278 && 2.8716|4.3244|2.2609|-0.2278 && 5.1325|4.3244|0.9342|-0.2278 && 6.0667|4.3244|0.9970|-0.2278 && 7.0637|4.3244|0.9734|-0.2278",""
112,2,88,2,0,0,0,0,0,0,"02/20/2024 && 1180516 && 12582179 && OCC && 2.095 ST && -25.00/ST && -52.38 USD","0.3673|4.5522|0.8636|-0.2749 && 1.2309|4.5522|0.7457|-0.2749 && 1.9766|4.5522|0.8950|-0.2749 && 2.8716|4.5522|2.2609|-0.2749 && 5.1325|4.5522|0.9342|-0.2749 && 6.0667|4.5522|0.9970|-0.2749 && 7.0637|4.5522|0.9734|-0.2749",""
113,2,88,3,0,0,0,0,0,0,"02/20/2024 && 1180516 && 12582179 && OCC && 0.670 ST && 20.00/ST && 13.40 USD","0.3673|4.8271|0.8636|-0.2750 && 1.2309|4.8271|0.7457|-0.2750 && 1.9766|4.8271|0.8950|-0.2750 && 2.8716|4.8271|2.2609|-0.2750 && 5.1325|4.8271|0.9342|-0.2750 && 6.0667|4.8271|0.9970|-0.2750 && 7.0637|4.8271|0.9734|-0.2750",""
114,2,88,4,0,0,0,0,0,0,"02/20/2024 && 1180516 && 12582179 && OCC REBALE && 1,120 LBS && 0.00/LBS && 0.00 USD","0.3673|5.1021|0.8636|-0.2828 && 1.2309|5.1021|0.7457|-0.2828 && 1.9766|5.1021|0.8950|-0.2828 && 2.8716|5.1021|2.2609|-0.2749 && 5.1325|5.1021|0.9342|-0.2749 && 6.0667|5.1021|0.9970|-0.2749 && 7.0637|5.1021|0.9734|-0.2749",""
115,2,88,5,0,0,0,0,0,0,"02/20/2024 && 1180516 && 12582179 && Light Load Chargeback - Brokerage && 1 LBS && 500.00/LBS && 500.00 USD","0.3673|5.3849|0.8636|-0.2749 && 1.2309|5.3849|0.7536|-0.2749 && 1.9845|5.3849|0.8871|-0.2749 && 2.8716|5.3849|2.2687|-0.2671 && 5.1403|5.377|0.9264|-0.2750 && 6.0667|5.377|0.9970|-0.2750 && 7.0637|5.377|0.9734|-0.2750",""
116,2,88,6,0,0,0,0,0,0,"02/22/2024 && 1181458 && 12582043 && OCC && 4.408 ST && -25.00/ST && -110.20 USD","0.3673|5.6598|0.8636|-0.2671 && 1.2309|5.6598|0.7536|-0.2750 && 1.9845|5.6598|0.8871|-0.2671 && 2.8716|5.6598|2.2687|-0.2671 && 5.1403|5.652|0.9264|-0.2749 && 6.0667|5.652|0.9970|-0.2749 && 7.0637|5.652|0.9734|-0.2749",""
117,2,88,7,0,0,0,0,0,0,"02/22/2024 && 1181458 && 12582043 && OCC && 0.288 ST && 15.00/ST && 4.32 USD","0.3673|5.9269|0.8636|-0.2828 && 1.2309|5.9269|0.7536|-0.2907 && 1.9845|5.9348|0.8871|-0.2749 && 2.8716|5.9269|2.2687|-0.2828 && 5.1403|5.9269|0.9264|-0.2828 && 6.0667|5.9269|0.9970|-0.2828 && 7.0637|5.9269|0.9734|-0.2828",""
118,2,88,8,0,0,0,0,0,0,"02/22/2024 && 1181458 && 12582043 && OCC REBALE && 500 LBS && 0.00/LBS && 0.00 USD","0.3673|6.2097|0.8636|-0.2750 && 1.2309|6.2097|0.7536|-0.2750 && 1.9845|6.2176|0.8871|-0.2671 && 2.8716|6.2097|2.2687|-0.2750 && 5.1403|6.2097|0.9264|-0.2750 && 6.0667|6.2097|0.9970|-0.2750 && 7.0637|6.2097|0.9734|-0.2750",""
119,2,88,9,0,0,0,0,0,0,"02/22/2024 && 1181458 && 12582043 && Light Load Chargeback - Brokerage && 1 LBS && 500.00/LBS && 500.00 USD","0.3673|6.4925|0.8636|-0.2828 && 1.2309|6.4847|0.7536|-0.2906 && 1.9845|6.4847|0.8871|-0.2906 && 2.8716|6.4847|2.2687|-0.2828 && 5.1403|6.4847|0.9264|-0.2828 && 6.0667|6.4847|0.9970|-0.2828 && 7.0637|6.4847|0.9734|-0.2828",""
120,2,88,10,0,0,0,0,0,0,"02/22/2024 && 1181465 && 12582043 && OCC && 6.050 ST && -25.00/ST && -151.25 USD","0.3673|6.7753|0.8636|-0.2671 && 1.2309|6.7753|0.7536|-0.2750 && 1.9845|6.7753|0.8871|-0.2750 && 2.8716|6.7753|2.2687|-0.2671 && 5.1403|6.7675|0.9264|-0.2749 && 6.0667|6.7675|0.9970|-0.2749 && 7.0637|6.7675|0.9734|-0.2749",""
121,2,88,11,0,0,0,0,0,0,"02/22/2024 && 1181465 && 12582043 && Light Load Chargeback - Brokerage && 1 LBS && 500.00/LBS && 500.00 USD","0.3673|7.0346|0.8636|-0.2906 && 1.2309|7.0424|0.7536|-0.2828 && 1.9845|7.0503|0.8871|-0.2749 && 2.8716|7.0503|2.2687|-0.2671 && 5.1403|7.0424|0.9264|-0.2750 && 6.0667|7.0424|0.9970|-0.2750 && 7.0637|7.0424|0.9734|-0.2750",""
122,2,88,12,0,0,0,0,0,0,"03/01/2024 && 1184422 && 12582212 && OCC Rebale && 0.308 ST && 0.00/ST && 0.00 USD","0.3673|7.3252|0.8636|-0.2671 && 1.2309|7.3252|0.7536|-0.2671 && 1.9845|7.3252|0.8871|-0.2671 && 2.8716|7.3252|2.2687|-0.2671 && 5.1403|7.3174|0.9264|-0.2749 && 6.0667|7.3174|0.9970|-0.2749 && 7.0637|7.3174|0.9734|-0.2749",""
123,2,88,13,0,0,0,0,0,0,"03/01/2024 && 1184422 && 12582212 && OCC && 2.475 ST && -35.00/ST && -86.63 USD","0.3673|7.5923|0.8636|-0.2828 && 1.2309|7.5923|0.7536|-0.2828 && 1.9845|7.5923|0.8871|-0.2828 && 2.8716|7.5923|2.2687|-0.2828 && 5.1403|7.5923|0.9264|-0.2828 && 6.0667|7.5923|0.9970|-0.2828 && 7.0637|7.5923|0.9734|-0.2828",""
124,2,88,14,0,0,0,0,0,0,"03/14/2024 && 1188470 && 12582614 && OCC Rebale && 3.675 ST && 0.00/ST && 0.00 USD","0.3673|7.883|0.8636|-0.2749 && 1.2309|7.8751|0.7536|-0.2828 && 1.9845|7.8751|0.8871|-0.2828 && 2.8716|7.8751|2.2687|-0.2828 && 5.1403|7.8751|0.9264|-0.2828 && 6.0667|7.8751|0.9970|-0.2828 && 7.0637|7.8751|0.9734|-0.2828",""
125,2,88,15,0,0,0,0,0,0,"03/14/2024 && 1188470 && 12582614 && OCC && 0.353 ST && -82.00/ST && -28.95 USD","0.3673|8.1579|0.8636|-0.2750 && 1.2309|8.1579|0.7536|-0.2750 && 1.9845|8.1579|0.8871|-0.2750 && 2.8716|8.1579|2.2687|-0.2750 && 5.1403|8.1579|0.9264|-0.2750 && 6.0667|8.1579|0.9970|-0.2750 && 7.0637|8.1579|0.9734|-0.2750",""
126,2,88,16,0,0,0,0,0,0,"03/14/2024 && 1188470 && 12582614 && OCC && 1.095 ST && -35.00/ST && -38.33 USD","0.3673|8.4329|0.8636|-0.2749 && 1.2309|8.4329|0.7536|-0.2749 && 1.9845|8.4329|0.8871|-0.2749 && 2.8716|8.4329|2.2687|-0.2749 && 5.1403|8.4329|0.9264|-0.2749 && 6.0667|8.4329|0.9970|-0.2749 && 7.0637|8.4329|0.9734|-0.2749",""
